IMDB ID	Rotten Tomatoes ID	Title	Action & Adventure	Animation	Art House & International	Classics	Comedy	Cult Movies	Documentary	Drama	Horror	Kids & Family	Musical & Performing Arts	Mystery & Suspense	Romance	Science Fiction & Fantasy	Special Interest	Television	Western	Critics Score	Audience Score	Audience Rating	Critics Rating	runtime	year	mpaa_rating	actor1	character1	actor2	character2	actor3	character3	actor4	character4	actor5	character5	Budget	Gross	Oscar Wins	Oscar Nominations
0187393	12954	"The Patriot"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	62	81	Upright	Fresh	168	2000	"R"	Mel Gibson	Benjamin Martin	Heath Ledger	Gabriel Martin	Joely Richardson	Charlotte Selton	Jason Isaacs	Colonel William Tavington	Chris Cooper	Colonel Harry Burwell	110000000	113330342	0	3	
0118745	15639	"Bloodmoon"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	48	Spilled		105	1997	"R"	Gary Daniels	Ken O'Hara	Darren Shahlavi		Nina Repeta		Jeff Pillars		Frank Gorshin				0	0	
0115632	770713865	"Night Graffiti"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	25	Spilled		""	1996	"Unrated"	Adam Ferency		Danuta Stenka		Jan Frycz		Jan Peszek		Katarzyna Skrzynecka		3300000	2961991	0	0	
0286106	10253	"Signs"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	74	67	Upright	Certified Fresh	106	2002	"PG-13"	Mel Gibson	Graham Hess	Joaquin Phoenix	Merrill Hess	Cherry Jones	Officer Caroline Paski	Rory Culkin	Morgan Hess	Abigail Breslin	Bo Hess	72000000	227965690	0	0	
0100791	623772579	"To Sleep With Anger"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	75	83	Upright	Fresh	102	1990	"PG"	Danny Glover	Harry Mention	Richard Brooks (VI)	Babe Brother	Paul Butler	Gideon	Mary Alice	Suzie	Carl Lumbly	Junior			0	0	
0088846	13466	"Brazil"	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	98	91	Upright	Certified Fresh	131	1985	"R"	Jonathan Pryce	Sam Lowry	Michael Palin	Jack Lint	Kim Greist	Jill Layton	Robert De Niro	Harry Tuttle	Katherine Helmond	Ida Lowrey	15000000	6500000	0	2	
0172495	13065	"Gladiator"	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	77	87	Upright	Certified Fresh	171	2000	"R"	Russell Crowe	Maximus	Joaquin Phoenix	Commodus	Connie Nielsen	Lucilla	Oliver Reed	Proximo	Derek Jacobi	Gracchus	103000000	187705427	5	7	
0061722	13799	"The Graduate"	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	88	90	Upright	Certified Fresh	106	1967	"PG"	Dustin Hoffman	Benjamin Braddock	Anne Bancroft	Mrs. Robinson	Katharine Ross	Elaine Robinson	William Daniels	Mr. Braddock	Elizabeth Wilson	Mrs. Braddock	3000000		1	6	
0120004	13692	"The Relic"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	32	34	Spilled	Rotten	109	1997	"R"	Penelope Ann Miller	Dr. Margo Green	Tom Sizemore	Lt. Vincent D'Agosta	Linda Hunt	Dr. Ann Cuthbert	James Whitmore	Dr. Albert Frock	Clayton Rohner	Det. Hollingsworth	40000000	33927476	0	0	
0033467	10074	"Citizen Kane"	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	100	91	Upright	Certified Fresh	119	1941	"PG"	Orson Welles	Charles Foster Kane	Joseph Cotten	Jedediah Leland	Everett Sloane	Mr. Bernstein	Dorothy Comingore	Susan Alexander	Ray Collins	Boss Jim Gettys	686033	1140769	1	8	
0102070	13870	"Hudson Hawk"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	57	Spilled	Rotten	95	1991	"R"	Bruce Willis	Hudson Hawk	Danny Aiello	Tommy Five-Tone	Andie MacDowell	Anna Baragli	Sandra Bernhard	Minerva Mayflower	Richard E. Grant	Darwin Mayflower	70000000	17218080	0	0	
0142688	12938	"The Ninth Gate"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	41	58	Spilled	Rotten	132	1999	"R"	Johnny Depp	Dean Corso	Frank Langella	Boris Balkan	Lena Olin	Liana Telfer	Emmanuelle Seigner	The Girl	Barbara Jefford	Baroness Kessler	38000000	18653746	0	0	
0221027	12923	"Blow"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	55	87	Upright	Rotten	123	2001	"R"	Johnny Depp	George Jung	Penelope Cruz	Mirtha Jung	Franka Potente	Barbara	Rachel Griffiths	Ermine Jung	Paul Reubens	Derek Foreal	30000000	52937130	0	0	
0120184	11101	"Sphere"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	12	39	Spilled	Rotten	152	1998	"PG-13"	Dustin Hoffman	Dr. Norman Goodman	Sharon Stone	Beth Halperin	Samuel L. Jackson	Harry Adams	Peter Coyote	Barnes	Liev Schreiber	Ted Fielding	75000000	36976367	0	0	
0096446	10072	"Willow"	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	50	80	Upright	Rotten	126	1988	"PG"	Val Kilmer	Madmartigan	Joanne Whalley	Sorsha	Warwick Davis	Willow Ufgood	Patricia Hayes	Fin Raziel	Jean Marsh	Queen Bavmorda	35000000	57269863	0	2	
0109445	13148	"Clerks"	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	88	90	Upright	Certified Fresh	92	1994	"R"	Brian O'Halloran	Dante Hicks	Jeff Anderson	Randal	Marilyn Ghigliotti	Veronica	Lisa Spoonhauer	Caitlin Bree	Jason Mewes	Jay	230000	3151130	0	0	
0128853	10050	"You've Got Mail"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	69	73	Upright	Fresh	119	1998	"PG"	Tom Hanks	Joe Fox	Meg Ryan	Kathleen Kelly	Parker Posey	Patricia Eden	Greg Kinnear	Frank Navasky	Jean Stapleton	Birdie	65000000	115731542	0	0	
0120188	13042	"Three Kings"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	94	77	Upright	Certified Fresh	115	1999	"R"	George Clooney	Major Archie Gates	Mark Wahlberg	Sergeant Troy Barlow	Ice Cube	Chief Elgin	Spike Jonze	Conrad Vig	Nora Dunn	Adriana Cruz	48000000	60652036	0	0	
0050976	341817599	"The Seventh Seal (Det Sjunde inseglet)"	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	94	94	Upright	Certified Fresh	96	1957	"Unrated"	Max von Sydow	The Knight Antonius Block	Gunnar Bjornstrand	Jons	Bengt Ekerot	Death	Nils Poppe	Jof	Bibi Andersson	Mia	150000		0	0	
0146309	10441	"Thirteen Days"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	83	80	Upright	Certified Fresh	145	2000	"PG-13"	Kevin Costner	Kenneth P. O'Donnell	Bruce Greenwood	John F. Kennedy	Steven Culp	Robert F. Kennedy	Dylan Baker	Robert McNamara	Michael Fairman	Adlai Stevenson	80000000	34566746	0	0	
0080684	11470	"Star Wars: Episode V - The Empire Strikes Back"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	96	97	Upright	Certified Fresh	124	1980	"PG"	Mark Hamill	Luke Skywalker	Harrison Ford	Han Solo	Carrie Fisher	Princess Leia	David Prowse	Darth Vader	James Earl Jones	Darth Vader	18000000	290475067	0	0	
0264796	13018	"Life as a House"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	47	89	Upright	Rotten	125	2001	"R"	Kevin Kline	George	Kristin Scott Thomas	Robin	Hayden Christensen	Sam	Jena Malone	Alyssa	Mary Steenburgen	Coleen	18000000	15652637	0	0	
0100157	16322	"Misery"	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	88	89	Upright	Certified Fresh	107	1990	"R"	James Caan	Paul Sheldon	Kathy Bates	Annie Wilkes	Frances Sternhagen	Virginia	Richard Farnsworth	Buster	Lauren Bacall	Marcia Sindell	20000000	61276872	1	0	
0132347	10623	"Mystery Men"	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	60	58	Spilled	Fresh	121	1999	"PG-13"	Ben Stiller	Mr. Furious	Hank Azaria	Blue Raja	William H. Macy	Shoveler	Paul Reubens	Spleen	Janeane Garofalo	The Bowler	65000000	29655590	0	0	
0088993	17930	"Day of the Dead"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	82	75	Upright	Fresh	91	1985	"R"	Lori Cardille	Sarah	Terry Alexander	John	Joseph Pilato	Capt. Rhodes	Jarleth Conroy	McDermott	Antone DiLeo Jr.	Miguel	3500000	5804262	0	0	
0112722	14047	"Copycat"	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	75	65	Upright	Fresh	120	1995	"R"	Sigourney Weaver	Helen Hudson	Holly Hunter	M.J. Monahan	Dermot Mulroney	Ruben Goetz	William McNamara	Peter Foley	Will Patton	Nicoletti	20000000	32051917	0	0	
0084855	12978	"The Verdict"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	96	89	Upright	Fresh	122	1982	"R"	Paul Newman	Frank Galvin	Charlotte Rampling	Laura Fischer	Jack Warden	Mickey Morrissey	James Mason	Ed Concannon	Milo O'Shea	Judge Hoyle	16000000	54000000	0	5	
0089469	10086	"Legend"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	48	74	Upright	Rotten	1	1986	"PG"	Tom Cruise	Jack	Mia Sara	Princess Lili	Tim Curry	Darkness	David Bennent	Honethorn Gump	Alice Playten	Blix	30000000	12297710	0	1	
0145487	770763283	"Citizen Pinoy: The Basic Questions"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	75	Upright		""	2008	"Unrated"	Gel Santos-Relos		Michael J. Gurfinkel								139000000	403706375	0	2	
0190332	10267	"Crouching Tiger, Hidden Dragon"	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	97	86	Upright	Certified Fresh	120	2001	"PG-13"	Yun-Fat Chow	Li Mu Bai	Ziyi Zhang	Jen	Michelle Yeoh	Yui Hsui Lien	Chen Chang	Lo	Zheng Pei-Pei		15000000	128067808	4	6	
0094812	16517	"Bull Durham"	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	97	83	Upright	Certified Fresh	107	1988	"R"	Kevin Costner	Crash Davis	Susan Sarandon	Annie Savoy	Tim Robbins	Ebby Calvin "Nuke" LaLoosh	Trey Wilson	Joe "Skip" Riggins	Robert Wuhl	Larry Hockett	7000000	50888729	0	1	
0103772	16318	"Basic Instinct"	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	54	64	Upright	Rotten	127	1992	"R"	Sharon Stone	Catherine Tramell	Michael Douglas	Detective Nick Curran	George Dzundza	Gus	Jeanne Tripplehorn	Dr. Beth Gardner	Denis Arndt	Lieutenant Walker	49000000	117727000	0	2	
0103776	10598	"Batman Returns"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	80	72	Upright	Certified Fresh	126	1992	"PG-13"	Michael Keaton	Batman / Bruce Wayne	Danny DeVito	The Penguin/Oswald Cobblepot	Michelle Pfeiffer	Catwoman/Selina Kyle	Christopher Walken	Max Shreck	Michael Gough	Alfred Pennyworth	80000000	162744850	0	2	
0097165	10138	"Dead Poets Society"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	85	92	Upright	Certified Fresh	128	1989	"PG"	Robin Williams	John Keating	Robert Sean Leonard	Neil Perry	Ethan Hawke	Todd Anderson	Josh Charles	Knox Overstreet	Gale Hansen	Charlie Dalton	16400000	95860116	1	3	
0054387	9430	"The Time Machine"	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	76	79	Upright	Fresh	103	1960	"G"	Rod Taylor	George H. G. Wells	Alan Young	David Filby/James Filby	Yvette Mimieux	Weena	Sebastian Cabot	Dr. Philip Hillyer	Tom Helmore	Anthony Bridewell	750000		1	0	
0111149	16178	"Shallow Grave"	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	72	83	Upright	Fresh	92	1994	"R"	Kerry Fox	Juliet Miller	Christopher Eccleston	David Stevens	Ewan McGregor	Alex Law	Keith Allen	Hugo	Ken Stott	Detective-Inspector	2500000	2881508	0	0	
0087469	23530	"Indiana Jones and the Temple of Doom"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	82	Upright	Certified Fresh	118	1984	"PG"	Harrison Ford	Indiana Jones	Kate Capshaw	Willie Scott	Amrish Puri	Mola Ram	Roshan Seth	Chattar Lal	Philip Stone	Capt. Blumburtt	28000000	179870271	1	1	
0115964	16962	"Crash"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	58	62	Upright	Rotten	98	1996	"NC-17"	James Spader	James Ballard	Holly Hunter	Dr. Helen Remington	Elias Koteas	Vaughan	Deborah Kara Unger	Mrs. Catherine Ballard	Rosanna Arquette	Gabrielle	9000000	3168660	0	0	
0091763	16450	"Platoon"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	88	93	Upright	Certified Fresh	113	1986	"R"	Tom Berenger	Sgt. Barnes	Willem Dafoe	Sgt. Elias Grodin	Charlie Sheen	Chris Taylor	Forest Whitaker	Big Harold	Francesco Quinn	Rhah	6000000	137963328	4	4	
0071315	12883	"Chinatown"	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	98	93	Upright	Certified Fresh	130	1974	"R"	Jack Nicholson	J.J. Gittes	Faye Dunaway	Evelyn Mulwray	John Huston	Noah Cross	Perry Lopez	Escobar	John Hillerman	Yelburton	6000000	30000000	1	10	
0077766	10597	"Jaws 2"	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	53	38	Spilled	Rotten	116	1978	"PG"	Roy Scheider	Martin Brody	Lorraine Gary	Ellen Brody	Murray Hamilton	Mayor Larry Vaughan	Joe Mascolo	Peterson	Jeffrey Kramer	Hendricks	20000000	9866023	0	0	
0211443	13270	"Jason X"	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	20	25	Spilled	Rotten	91	2001	"R"	Kane Hodder	Jason	Lexa Doig	Rowan	Lisa Ryder	KAY-EM 14	Chuck Campbell	Tsunaron	Jonathan Potts	Professor Lowe	11000000	12610731	0	0	
0120915	770950150	"Star Warp'd"	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	24	Spilled		32	2002	"Unrated"	David Carty		Jeff Walters		Michael Fleming						115000000	43456382	0	3	
0186589	11614	"Sugar & Spice"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	28	42	Spilled	Rotten	81	2001	"PG-13"	Marley Shelton	Diane Weston	James Marsden	Jack Bartlett	Mena Suvari	Kansas	Marla Sokoloff	Lisa	Rachel Blanchard	Hannah	11000000	13276953	0	0	
0119654	12656	"Men in Black"	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	91	79	Upright	Certified Fresh	98	1997	"PG-13"	Tommy Lee Jones	K	Will Smith	J	Linda Fiorentino	Laurel	Vincent D'Onofrio	Edgar	Rip Torn	Zed	90000000	250147615	1	2	
0110148	15594	"Interview with the Vampire"	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	61	86	Upright	Fresh	122	1994	"R"	Tom Cruise	Lestat	Brad Pitt	Louis	Antonio Banderas	Armand	Stephen Rea	Santiago	Christian Slater	Malloy	60000000	105264608	0	2	
0113749	13599	"Mallrats"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	54	83	Upright	Rotten	95	1995	"R"	Shannen Doherty	Rene	Jeremy London	T.S. Quint	Jason Lee	Brodie	Claire Forlani	Brandi Svenning	Michael Rooker	Svenning	6000000	2122561	0	0	
0163988	16493	"Bringing Out the Dead"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	71	71	Upright	Certified Fresh	118	1999	"R"	Nicolas Cage	Frank Pierce	Patricia Arquette	Mary Burke	John Goodman	Larry	Ving Rhames	Marcus	Tom Sizemore	Tom Wolls	32000000	16640210	0	0	
0032138	9867	"The Wizard of Oz"	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	99	89	Upright	Certified Fresh	101	1939	"G"	Judy Garland	Dorothy Gale	Frank Morgan	Prof. Marvel	Ray Bolger	Hunk	Bert Lahr	The Cowardly Lion	Jack Haley	Hickory	2777000	22202612	2	4	
0052587	770679336	"The Atomic Submarine"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-1	22	Spilled		80	1959	"Unrated"	Arthur Franz	Reef	Dick Foran	Wendover	Brett Halsey	Carl Nelson	Tom Conway	Sir Ian Hunt	Paul Dubov	Dave	135000		0	0	
0098258	10151	"Say Anything..."	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	98	85	Upright	Certified Fresh	100	1989	"PG-13"	John Cusack	Lloyd Dobler	Ione Skye	Diane Court	John Mahoney	James Court	Lili Taylor	Corey Flood	Amy Brooks	D.C.			0	0	
0120738	10920	"Lost in Space"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	23	Spilled	Rotten	130	1998	"PG-13"	William Hurt	John Robinson	Mimi Rogers	Maureen Robinson	Heather Graham	Judy Robinson	Lacey Chabert	Penny Robinson	Jack Johnson (II)	Will Robinson	80000000	69102910	0	0	
0120735	15261	"Lock, Stock and Two Smoking Barrels"	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	76	94	Upright	Certified Fresh	105	1999	"R"	Jason Flemyng	Tom	Dexter Fletcher	Soap	Nick Moran	Eddy	Jason Statham	Bacon	Steven Mackintosh	Winston			0	0	
0104257	15948	"A Few Good Men"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	81	89	Upright	Certified Fresh	138	1992	"R"	Tom Cruise	Lieutenant J.G. Daniel Kaffe	Jack Nicholson	Col. Nathan R. Jessep	Demi Moore	Lieutenant Commander JoAnne Galloway	Kevin Bacon	Capt. Jack Ross	Kiefer Sutherland	Lieutenant Jonathan Kendrick	40000000	141340178	0	4	
0199753	11080	"Red Planet"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	14	28	Spilled	Rotten	108	2000	"PG-13"	Val Kilmer	Robby Gallagher	Carrie-Anne Moss	Kate Bowman	Tom Sizemore	Quinn Burchenal	Benjamin Bratt	Ted Santen	Simon Baker	Chip Pettengill	70000000	17480890	0	0	
0329101	13044	"Freddy vs. Jason"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	41	50	Spilled	Rotten	97	2003	"R"	Robert Englund	Freddy Krueger	Ken Kirzinger	Jason Vorhees	Monica Keena	Lori	Jason Ritter	Will	Kelly Rowland	Kia	25000000	82163317	0	0	
0125439	10110	"Notting Hill"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	83	79	Upright	Certified Fresh	124	1999	"PG-13"	Julia Roberts	Anna Scott	Hugh Grant	William Thacker	Hugh Bonneville	Bernie	Emma Chambers	Honey	James Dreyfus	Martin	42000000	116006080	0	0	
0037549	185961743	"The Body Snatcher"	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	81	74	Upright	Fresh	77	1945	"Unrated"	Boris Karloff	John Gray	Bela Lugosi	Joseph	Henry Daniell	Dr. Wolfe "Toddy" MacFarlane	Edith Atwater	Meg Camden	Donna Lee	Street Singer			0	0	
0011414	770684439	"The Love Expert"	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	Spilled		""	1920	"Unrated"	John Halliday		Arnold Lucy		Constance Talmadge	Babs	Natalie Talmadge		David Kirkland				0	0	
0177789	10245	"Galaxy Quest"	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	89	77	Upright	Certified Fresh	102	1999	"PG"	Tim Allen	Jason Nesmith	Sigourney Weaver	Gwen DeMarco	Alan Rickman	Alexander Dane	Tony Shalhoub	Fred Kwan	Sam Rockwell	Guy Fleegman	45000000	71423726	0	0	
0128445	12953	"Rushmore"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	87	92	Upright	Certified Fresh	93	1998	"R"	Jason Schwartzman	Max Fischer	Bill Murray	Herman Blume	Olivia Williams	Rosemary Cross	Seymour Cassel	Bert Fischer	Brian Cox	Dr. Guggenheim	11000000	17096053	0	0	
0047443	19608	"Salt of the Earth"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	100	84	Upright	Fresh	94	1954	"Unrated"	Rosaura Revueltas	Esperanza Quintero	Juan Chacon	Ramon Quintero	Will Geer	The Sheriff	David Wolfe	Barton	Mervin Williams	Hartwell			0	0	
0120689	12939	"The Green Mile"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	80	94	Upright	Certified Fresh	188	1999	"R"	Tom Hanks	Paul Edgecomb	David Morse	Brutus "Brutal" Howell	Bonnie Hunt	Jan Edgecomb	Michael Clarke Duncan	John Coffey	James Cromwell	Warden Hal Moores	60000000	136801374	0	4	
0181984	13037	"Boiler Room"	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	67	79	Upright	Fresh	119	2000	"R"	Giovanni Ribisi	Seth Davis	Vin Diesel	Chris Varick	Nia Long	Abby Halperin	Nicky Katt	Greg Feinstein	Scott Caan	Richie	8000000	16938179	0	0	
0075686	10183	"Annie Hall"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	98	93	Upright	Certified Fresh	93	1977	"PG"	Woody Allen	Alvy Singer	Diane Keaton	Annie Hall	Tony Roberts	Rob	Carol Kane	Allison	Paul Simon	Tony Lacey	4000000	38251425	4	1	
0015648	17497	"Battleship Potemkin"	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	100	86	Upright	Certified Fresh	65	1925	"Unrated"	Alexander Antonov	Vokulinchuk	Vladimir Barsky	The Capt.	Grigory Alexandrov	Senior Officer Gilyarousky	Mikhail Gomorov	Sailor Motyushenko	Marusov	Officer			0	0	
0080678	10377	"The Elephant Man"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	91	93	Upright	Fresh	123	1980	"PG"	Anthony Hopkins	Dr. Frederick Treves	John Hurt	John Merrick	Anne Bancroft	Mrs. Madge Kendal	John Gielgud	Carr Gomm	Wendy Hiller	Mothershead	5000000	26010864	0	8	
0077215	467132145	"Battlestar Galactica"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	27	61	Upright	Rotten	125	1978	"PG"	Richard Hatch	Capt. Apollo	Dirk Benedict	Lt. Starbuck	Lorne Greene	Cmdr. Adama	Jane Seymour	Serina	Rene Assa	Gemon	3000000		0	0	
0100802	16681	"Total Recall"	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	84	77	Upright	Certified Fresh	113	1990	"R"	Arnold Schwarzenegger	Doug Quaid	Rachel Ticotin	Melina	Sharon Stone	Lori Quaid	Ronny Cox	Vilas Cohaagen	Michael Ironside	Richter	65000000	8038759	1	2	
0096933	167956643	"Black Rain"	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	52	53	Spilled	Rotten	125	1989	"R"	Michael Douglas	Nick Conklin	Andy Garcia	Charlie Vincent	Ken Takakura	Mashahiro Matsumoto	Kate Capshaw	Joyce Kingsley	Yusaku Matsuda	Sato	30000000	45645204	0	2	
0068646	12911	"The Godfather"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	98	Upright	Certified Fresh	175	1972	"R"	Marlon Brando	Don Vito Corleone	Al Pacino	Michael Corleone	James Caan	Sonny Corleone	John Cazale	Fredo Corleone	Robert Duvall	Tom Hagen	6000000	134966411	3	8	
0093058	16673	"Full Metal Jacket"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	94	94	Upright	Certified Fresh	116	1987	"R"	Matthew Modine	Private Joker/Private J.T. Davis	Adam Baldwin	Animal Mother	Vincent D'Onofrio	Leonard Lawrence Pvt. Gomer Pyle	R. Lee Ermey	Gunnery Sgt. Hartman	Dorian Harewood	Eightball	17000000	46357676	0	1	
0038650	18062	"It's a Wonderful Life"	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	94	96	Upright	Certified Fresh	135	2013	"PG"	James Stewart	George Bailey	Donna Reed	Mary Hatch Bailey	Lionel Barrymore	Mr. Potter	Thomas Mitchell	Uncle Billy	Henry Travers	Clarence	3180000		0	5	
0096438	12564	"Who Framed Roger Rabbit"	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	98	84	Upright	Certified Fresh	104	1988	"PG"	Bob Hoskins	Eddie Valiant	Christopher Lloyd	Judge Doom	Joanna Cassidy	Dolores	Stubby Kaye	Marvin Acme	Charles Fleischer	Benny the Cab	70000000	154222492	0	0	
0134273	13766	"8MM"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	23	53	Spilled	Rotten	124	1999	"R"	Nicolas Cage	Tom Welles	Joaquin Phoenix	Max California	James Gandolfini	Eddie Poole	Peter Stormare	Dino Velvet	Anthony Heald	Longdale	40000000	36283504	0	0	
0073629	14020	"The Rocky Horror Picture Show"	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	0	77	86	Upright	Fresh	100	1975	"R"	Tim Curry	Dr. Frank-N-Furter	Susan Sarandon	Janet Weiss	Barry Bostwick	Brad Majors	Richard O'Brien	Riff Raff	Jonathan Adams	Dr. Everett V. Scott	1200000	139876417	0	0	
0019254	18673	"The Passion of Joan of Arc (La Passion de Jeanne d'Arc)"	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	97	94	Upright	Fresh	114	1928	"Unrated"	Renee Maria Falconetti	Joan of Arc	Eugene Silvain	Bishop Pierre Couchon	Antonin Artaud	Jean Massieu	Louis Ravet	Jean BeaupA?re	Maurice Schutz	Nicholas Loyseleur			0	0	
0098382	12182	"Star Trek V - The Final Frontier"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	25	Spilled	Rotten	106	1989	"PG"	William Shatner	James T. Kirk	Leonard Nimoy	Mr. Spock	DeForest Kelley	Leonard "Bones" McCoy	George Takei	Hikaru Sulu	Walter Koenig	Pavel Chekov	27800000	52210049	0	0	
0110475	11568	"The Mask"	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	77	67	Upright	Certified Fresh	101	1994	"PG-13"	Jim Carrey	The Mask/Stanley Ipkiss	Cameron Diaz	Tina Carlyle	Peter Riegert	Lt. Mitch Kellaway	Peter Greene	Dorian Tyrel	Amy Yasbeck	Peggy Brandt	18000000	119936108	0	1	
0060397	142470694	"Fantastic Voyage"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	93	67	Upright	Fresh	100	1966	"PG"	Stephen Boyd	Grant	Raquel Welch	Cora Peterson	Edmond O'Brien	General Carter	Donald Pleasence	Dr. Michaels	Arthur O'Connell	Col. Donald Reid			2	3	
0240510	11314	"The Four Feathers"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	66	Upright	Rotten	130	2002	"PG-13"	Heath Ledger	Harry Feversham	Wes Bentley	Lt. Jack Durrance	Kate Hudson	Ethne Eustace	Djimon Hounsou	Abou Fatma	Michael Sheen	Trench	35000000	18306166	0	0	
0120255	13927	"The Sweet Hereafter"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	87	Upright	Certified Fresh	110	1997	"R"	Ian Holm	Mitchell Stephens	Sarah Polley	Nicole Burnell	Bruce Greenwood	Billy Ansell	David Hemblen		Gabrielle Rose	Dolores Driscoll		3252652	0	2	
